,reviews,sentiment
165,"I am not a huge fan of the last Marvel movies. There are some very good movies, but the most is around average. Never so bad as most of the last DC movies. But Endgame is really game over for me.Please continue with X-men and guardians of the galaxy. It is enough for me. The rest I do not care anymore, it is ok like this. They professionally ruined it for me with Endgame.The story is very shallow, the solution is very shallow and also the action scenes are very shallow. Hours long they are busy with: yes we have something, but I have doubts, but it is great, but I don't know etc. And ofcourse all the heroes are very hurt and some are saying no at first, but already fast they overcome their hurt... And by the way: let's do some time traveling! Let's redo all the finding of the stones and snap the fingers a few times, it makes live so easy.So you have a 'big battle' where nothing happens and some action and after that it is saying goodbye to everybody. Oh wait! We forgot to think about a few death people, we just push commemorating them somewhere in the scenes. Iron man is the most important. Oh and captain Marvel is fixing everything ofcourse. I think she can save the whole universe on her own, who need the Avengers? And captain America has his ending: he is much older and guess what he did al that years? We do not need to guess because even that is explained, like we can not think for ourselves.Are there no good points? There was some humor and the graphics are looking good, but that is never the problem. And I see many people are happy with it, which I can not understand. But I do not need to. You can never make everybody happy, it is taste and interest. And for me this was a bad movie. Maybe the worst Marvel movie.",0
166, What the.!!!! ,0
167,"Only a month or so back I was talking to a friend about how much I hate it when serious movies use time travel to get their characters out of problems. I have no problem with movies like 'Back to the Future' or 'Hot Tub Time Machine' that are both comedy based and use the time machine as a plot for the movie as opposed to a solution for characters problems. When a serious movie uses it though it as lazy as writing as dream sequence in my opinion.At the end of the day though that just underlines the problem with these movies. The heroes are far too powerful. Whatever power they need they simply possess conveniently. Heck, 'Dr Strange' can even see into the future to know exactly what to do to make sure everything turns out alright. If that isn't the stupidest thing I've ever seen in a movie I don't know what is.I felt like the movie went very much as expected as well. Sure some characters die, however they were pretty much telegraphed to do so long before the movie came out. There also seemed to be a lack of conflict as key moments. A lot of things went far too smoothly for my liking in terms of the plan. Finally, the ending with 'Iron Man' simply pulling the glove off 'Thanos' - what the hell was that? Was that supposed to be clever writing? 'Thanos' just standing there for an eternity doing nothing waiting for someone to stop him?A lot of the jokes failed to land too. This was a surprisingly unfunny movie. In a 3 hour movie I got maybe 3 light chuckles out of the film. Every joke just felt so forced and some of the characters who don't have a comedy background delivered them very poorly. 'Avengers: Endgame' is three hours of my life I would like back.",0
168, Boring EndGame ,0
169,"It might just be a tiny,teensy,little bit overrated.like0.001%",1
170,"99% talking & a rushed battle at the end.They used 99% old movie footage to market this movie & everyone fell for it, me included.The only reason it made so much money was because people expected them to elevate above Infinity War, which was a great 1st part.",0
171, By far the worst Marvel movie ever made. ,0
172, Show me? ,0
173,"If I could go back in time, I would not watch the Avengers End Game. If I could go back in time, I would stop 20 minutes before the ending of Infinity War as well. This is a good example of a mediocre script. The production values are excellent, but that is the expectation of any movie.",0
174,In the story Iron man saves the day. They take away Iron man that's like my favorite superhero. The whole going back in time thing something was missing out of the movie. The movie was funny with Thor and hulk. Hulk trying to normalize his power. It just seemed like great fight scenes all for a pointless gauntlet. Just seemed like a lot of pointless fighting. They were trying to get everyone back in the process losing two characters. Didn't like the scene with Hawkeye and black Widow. They both eagerly wanting to jump off the cliff. When all they had to do was stop Thanos from getting it in the first place. The last two movies have been really hard to follow. I had more fun going to comic con watching coz play artists bc they looked better then the characters in the movie. Robert Downey jr in one scene looked unhealthily skinny in one scene. They need better story writers. The action scenes where good but the story line just seemed off. It seems like I'm ready for them to bring in new actors and better storyline. I feel like the writers really need to dig deeper into the comics. Bring back to life and give people a glimpse of the scenes from a comic book. Stan Lee said that you know the people can make the movies anyway they wanted too. You know for a high priced film they can do better.,0
175, - 1 ! What garbage is this ? ,0
176, Way to long ,1
177, Very disappointing ,0
178," The worst, most predictable and messed up Avengers movie ever. ",0
179, Entire movie ,0
180, OVERRATED ,0
181,"This movie dosent deserve to be this high on IMDb,it was bring and by far the worst avengers movie with a disapointing and predictable outcome,it ruined thanos and the heroes one with no casualties like every superhero movie,endgame was by far the worst most overrated marvel movie",0
182, Just so disappointed! ,0
183,I don't know what to say. Was it a movie or some kind of joke? Terrible screenplay and ridiculous performances by some ridiculous actors (of course they are not actors).Hey Russo brothers... You SUCK. Even Masoud Dehnamaki could have done better than you two farmers.I would probably likeit if I were a sheep!!!,0
184,"I mean not sure why these films get rated so high! getting almost 9/10 for a film which is a 7/10 at best. Didn't even finish watching all the film, are we really saying this film is on par with LOTR, Inception etc..",1
185,"I really really enjoyed this movie. At first I asked myself do I want to sit through a 3 hour movie...? The answer was yes and boy am I happy with the results. The moment the movie started I was hooked. The pace of the movie started off slow and picked up as the film went on. Even during the slow moments I didn't want to move and miss anything. You can really tell when actors, Directors and everyone else who works on the production of a film put in their maximum efforts. This was one of those movies. This was very well made and I cannot wait to see what is next for marvel.",0
186,"I have to say, my first reaction walking out of the cinema was that it was great. Probably an 8/10. You know there's so much fan service in this movie and I particularly loved the ""I can do this all day"" CA line from one CA to another. It was almost Toy Story 2, enlightened Buzz to naive Buzz banter.I loved Clever Hulk, found Thor hilarious, though a bit annoying at times, and loved the references to past movies. Cap swinging Mjollnir around was beautiful.The deaths in this movie were also pretty surprising but I agree with some of the more balanced reviews in here that it was bizarre that so much time was spent on Hawkeye - does anyone really care about him? Not really.Killing off Black Widow was a surprising touch, but I, like many others, probably felt more of an emotional reaction to Banner's relationship with her and not Hawkeye (because no one actually cares about him). Renner, as an actor, just doesn't cut it much, unfortunately.The real problem with End Game, is the time travel. I don't know why any movie franchise would ever want to deal with time travel knowing how much grief it creates. Sure they try to explain everything with their hilarious conversation about movies, but in the end, there are just too many questions left at the end of the day, particularly when they already try to explain it through the Ancient One.The most glaring one of these is, if they change the past, they're changing another timeline, so how selfish is that? If Tony Stark snaps his fingers and kills Thanos, what happens to that original timeline? If he sent Thanos and everyone back, how does he magically know not to send Gamora back who is now stuck in 2023 - and so does that mean 2014 Quill never meets Gamora?!? What the hell? Essentially erasing the entire 2014 GOTG franchise in that universe. If Captain America goes back in time, he will inevitably change history in some way or another, so that is another timeline, right? So while everyone else's timeline is meant to stay the same in the present (as said by Stark) how does Cap end up sitting by the same lake as everyone else.There are also way too many questions about new timelines created - but perhaps that is intentional, such as the Loki TV show. But this is why I hate it when they bring time travel into any movie and just add stuff to it to make it wrap up nicely in their own universe.Also, don't get me started on how impossibly strong Thanos suddenly is without an infinity gauntlet? Even WITH the IG he couldn't stop Thor's Stormbringer, but now without the IG can easily defeat Thor with Stormbringer AND Mjollnir, Iron Man and Cap??? How convenient.I also think Marvel made a serious mistake creating Captain Marvel, how is she brought in as a convenient deus ex machina and yet doesn't really stick around to show off all her abilities, and she can't even defeat Thanos single handedly? Pfft. That was rich. She can barely prevent Thanos from snapping his fingers, yet in Infinity War, Cap was able to actually hold off his hand too? Bizarre parallels.So okay, sure, it was enjoyable to watch, but I just feel that there are too many plot inconsistencies creeping into End Game. There should have been better ways to get the infinity stones back, and I think someone stupid just thought time travel was the best way to do it,.",1
187,A garbage with full of unpleasant characters and boring story and i call that a real charlatanism to stole your money and giving you a 3 hours long headache with minimum suspense and bad cgi and nothing more. i hope we never saw that characters anymore and never have such garbage anymore.,0
188, Really hoped for a great end ,1
189, Worst movie of all the time. ,0
190,"It is overrated movie - and not in the same level as infinity war. I think the two movies could have been merged into one 3 hrs movie and spare us the hype of 13 years old fans all over the world.It is not worth it.Most of the parts are slow paced and dull, and the action sequences are not new or even surprising.Full of cinematic cliches.",0
191, Boring. ,0
192, Aren't we tired of superheroes now? ,1
193,"They absolutely picked THE wrong actor to portray Captain America!He is so anti-America&I know he's acting,but he's never gonna win an award for acting either. Glad he's gone.",0
194, I was so glad that I got to see this... ,1
195, Couldn't get behind it ,0
196, Pathetic ,0
197, EndLame is disappointing and messy ,0
198,"The whole thing is just a disaster. The very premise, that Thanos thinks getting rid of half of the living things in the universe (not half the human or half the sentient beings, but half the cows & half the chickens & half the space creatures too) is just to dumb to handle. A five-year-old could tell you that's a stupid plan, and yet we're supposed to believe a Titan can't see the flaw in it? (I'd say the single bright spot here is Steve Rogers's backside. Truly, America's ass.)",0
199,"I haven't really been a fan of many of the marvel movies but gave this one a shot given all the hype. Total waste of three hours. The time travel, plot holes and cheesy death scenes all were too confusing. These movies have consistently pandered to its audiences and this one was no different. If anything it was worse.",0
200,"Watched to see why so much hype. Audiences hear the hype and lose their minds. So dull. Downey is as always, or at least used to be, enigmatic. The idiocy of the script made me realise the viewers that like this drivel like nothing more than cult like worship of actors names, fictional characters and nothing else. Last one was good but this one was lamer than the new Hulk. Absolutely nothing to gain from watching this Disney reprise to a soy latte drinking generation. GOTG 1 or 2 was at least funny but this was just plain dull scenes welded together like a very expensive TV series. Petty in every way except the budget.",0
201,"Some parts were done well, revisiting the previous films was a treat but the film overall was pretty lousy. Cap and Tony's departure were not well executed. There are several reviews already on why Cap's exit was out of character and unlikely, look them up if you don't see it. Tony, always wrong, sacrifices himself finally after a lifetime of selfishness, which is a heroic exit in a way, but was a pretty lame ending for such an important character. The movie relies HEAVILY on trying to pull viewer's heartstrings vice have decent writing and make sense in many ways. The SJW nonsense has been out of control in these movies as well for sometime now, more prevalent in the agents of shield series though tbh. Time for Disney to let it go.",0
202,"Usually I don't bother writing reviews. But .... how can such a thin manuscript and a CGI be allowed to come on the big screen. But if you think this is a movie worth 8.9, then be my guest... I'll watch Godfather in the meantime..",0
203, The worst ever ,0
204,"This is the most poorly written of all the Avengers movies. It is action scene after action science with a few lines and a great deal of flashbacks to original Marvel Superhero films. This is the worst time travel movie I have ever viewed. TV Shows such as Outlander and Game of Thrones deal with time travel and flash backs respectively. This movie could have had an hour of superfluous action removed and more money could have been utilized for writers to make the story more concise and give us a chance to say goodbye to our favorite Marvel superheroes. In addition, the costumes were cheesy and as I viewed the film in IMAX I noticed that the costumes didn't fit the characters well. For example, the most ubiquitous costume problem was that their boots appeared to be two sizes too big. The sets were not convincing while the cinematographer would show the whole set then zoom in on a character's oversized boots. By the time, the war with Thanos began during the last 45 minutes it was total chaos with Tony Stark martyring himself for all Avengers and humanity. The writing, in the end, failed to unify all the films. I hoped the writers could pull together the twenty two film collection with a solid introduction, body, and conclusion. The end product was too much action, very little dialogue (except boring hazing), cheesy costumes, poor sets, too many character's whose fate was unclear.",0
205,Overhyped overrated movie. Plot Holes. Ruined Characters. Not waste your time,0
206, Worst one of the series ,0
207, Time travel is such a lazy way to write stories ,1
208,"This is so not ok! It is extremely bad! On so many different levels, this is awful!",0
209,Not sure what all the fuss is about. It's no way an all-time top ten film,1
210, Avengers Review ,0
211,It's rewind time everybody! I hate this movie. Go away.,0
212, terrible ,0
213, A mess of a movie ,0
214,"I'd prefered seen dumbo ! I loved infinity war, but this one is so disapointing ! It's just à other movies of 33% Ironman, 32% captain america, 31% thor. And 4% for the rest of the bande without a good scenario or strory. Characters are not treated properly I feel used / stole my money. Captain Marvel is not in the movies at all. Even Thanos is so badly explain...",0
215," If youre not a specific avengers fan, this movie is boring ",0
216, Terribly overrated ,0
217, Welcome to the era of movies that are way too long.... ,0
218,"I had to give this 1 star as it's not possible to give it less. Having avoided it at the Cinema because i knew it was a lost cause i finally watched it tonight...... Why does Thor have 2 functioning eyes? Having been told in Guardians of the galaxy that no one can hold an infinity stone and survive, suddenly everyone can now hold one? Where is the continuity in these films? Luckily this is the last we will ever see of this franchise! Until someone decides to do a remake as there are no original ideas anymore. J.J.Abrams you now have more films to ruin 👍🏻",0
219,"This is what happens when movies start taking themselves too seriously. What's with all the emotional drama scenes in a movie about flying hammers and talking raccoons? Why are these superheroes so weak and human? Thor the GOD of Lightning is reduced to an alcoholic pot bellied homeless man by the writers and it takes away from the potency of the character. The plot is unoriginal, lazy and uninspiring. They've run out of ideas. AVOID.",0
220, Was it just me or did Dr Strange give us the finger towards the end? ,1
221, Plot Holes/ Forced Drama/ Ruined Characters ,0
222,"So bad. Oh so bad. The estrogen in this one is nauseating. Only one Avenger is a figure in the mythology of white people- Thor, and it is the one that must be turned into a blubbering fat wuss as a result. I tried to get through it but I really couldn't.Movies these days- so bad. Oh so bad.",0
223, I am disappointed. This is not Marvel any more. ,0
224,"Horrible movie. Boring and poorly written. I don't understand the high rating or the hype. I didn't even finish watching it because it was so awful. I love all of the Marvel movies, but this one was unwatchable. What a waste of a perfectly good Saturday night.",0
225, How is this 8.8 ,0
226,"Watched last evening on Blu-Ray and was quite disappointed. Should have streamed it for a lot less. What in the world is going on with the writers and producers these days. Plot was weak at best. Time Paradox was poorly done. Character development bordered on the ridiculous. Thor was made into a bumbling drunk idiot, Hulk was....I don't know, some kind of a cross between Banner/Hulk working in a diner, and was nearly useless like in Infinity Wars, Captain American now has and can wields Thors' hammer. What in the world is going on! This unfortunate change started surface with Infinity Wars. They also made sure all the politically correct stuff was jammed right in there. The first two remain the best, don't even bother with the others. Sad!!",0
227, Where's the action in a superhero movie? ,1
228, Disney Garbage ,0
229,"WHAT THE HELL IS WRONG WITH THE RUSSO BROTHERS,,,,, After you did a terrible job of messing up the hulk in infinity war you then made it worst in endgame with nonsense professor hulk and to add insult to injury you also mess up thor,,,, you suck Russo Brothers,,,, you did such a fantastic job with the winter soldier and civil war two of my favorite movies,, what went wrong with endgame,,,,, you took two of the strongest and best avengers and turn one into a big slob and turn hulk into a big stupid teddy bear,,,,, seriously disappointed.",0
230,As we all know infinity war was so good and we all expected that endgame will be a movie higher than infinity war standards but it failed instead it was slow and depressing movie expect the last 30 mins of the movie.,0
231,"I dont see why people think its that great. We already know whats gonna happen. They just copy it from the comics. You want a good superhero movie. Make the movie first, then the comic book. It will save time and money.",1
232,A visually spectacular train wreckVisually stunning with some action scenes with some of the worst writing ever (actually there is no writing here) and dialogue since the last Hallmark movie. So disrespectful to the viewer and the comic books and the fans. A bloated hollow commercial project by the Disney sith.,0
233,Watch it honestly. My 5th grade sexual harassment class had more relevance then this. And I made the mistake of buying it.,0
234,"I want to start out saying I love all the Marvel movies leading up to Endgame. I loved Infinity War because it seemed to be setting up a terrific conclusion to the original 6 Avengers story arc's. I was very wrong. Let's start with Tony's Arc. In Ironman 1 Tony is told you are a man who has everything and nothing. In Ironman 2 we find out his dad was distant and cold to him, and in ironman 3 he is getting panic attacks because he thinks it's up to him to save the world from all threats. So in Endgame he finally gets everything that's important. He becomes a Dad and husband and... was proven right by having to die saving the universe himself? Why? Because we are supposed to believe Tony can't retire? Of course he can. Didn't he say to Steve in AoU ""isn't that why we fight so we can end the fight? So we can go home?"" Tony wanted to retire. Tony's arc should have been about being a good dad like his father never was and finally becoming the man who has everything important. He should have learned that he doesn't have to do it all on his own. Team work should have won the final battle. What's the point of finally getting all the Avengers together if it's left to one man to sacrifice himself to save everyone? Tony's ending was not satisfying and it was not the end they have been building towards from the beginning. Now let's talk about the real tragedy in this movie. Steve Rogers character. We know he is a good man who always does what he believes is right. He calls Home the Avengers facility and says he can't ignore a situation that's headed south. He loved Peggy but found out she had gotten married and had a happy life and he tried moving on with her niece. This storyline was ignored which was ok because most of Steves storyline in the MCU has been about saving Bucky. You remember him right? Steve didn't seem to for the entire movie. Instead of thinking about Sam and Bucky and all the people they are going to save if their plan works when they find Thanos in the beginning of Endgame Steve's just looking at the Peggy compass that he hasn't looked at in at least 3 movies. Why? So we can all forget about his actual character development and think it's a great ending when he goes back in time to be with Peggy. I'm just going to ignore all the plot holes associated with Steve going back in time and just focus on the character assasination this commits. This means the same guy who says he can't ignore a situation headed south, who never ran away from a fight, who said I'm with you till the end of the line"" to Bucky is just going to live out his life in the past never saving his friend from being a brain washed assassin, never saving his other friends parents from being killed by his best friend, never stopping any of the thousands of bad things he would know are going to happen? That's not Steve. The writers never let Steve get a personal life. He never found someone after Peggy and he never had anything except the Avengers. He was the one that was set up to die. The final battle starts with what is probably the most epic scene in comic book movie history but fizzles our soon after. Doctor Stranges plan makes no sense. How was this the only way they could win? Why couldn't Captain Marvel snap? Why couldn't captain Marvel just fly the gauntlet to another galaxy? Why couldn't Doctor Strange open a portal and drop the gauntlet on some random planet? In Infinity War why didn't Doctor Strange use his portal to go to Wakanda and tell Thor to aim for the head. The characters powers were very inconsistent for the first time in the MCU. Why was Thanos with no infinity stones able to fight Mjolnir and Storm Breaker but Thanos with all 6 stones would have lost to Storm Breaker if Thor would have just aimed for the head? Why can Captain Marvel fly through a huge spaceship 10 times but she gets knocked out after one punch from Thanos? Why does no one attack Thanos at the same time as someone else? Where's the big team up? You would think getting everyone together for the first time would have been the only way to defeat Thanos, but you'd be wrong because it's all about Tony stark. Even Steve picking up Mjolnir means nothing really because it has no affect on the end of the battle. Thor and Steve could be taken out of this movie and nothing would change. They do nothing of importance. This movie seems so disconnected from Infinity War that it's boggles my mind how this movie has the same writers and directors as Infinity War and it was filmed at the same time as Infinity War. How can you get one so wrong and the other so right? It seems clear to me that the writers and directors decided that Tony was dying and Steve was going back to the past no matter how much their story suffered from doing it. It's like they had a check list of things to put in the movie without actually making a good story that fit in with the rest of their movies. This is by far the most dissapointing ending to anything I've ever looked forward to.",0
235, Overhyped ,1
236,"The strongest hero is kept out of the story and did not even explore her powers here.. ""Iron man Endgame""",1
237, So Disappointing ,0
238, LOOK AT FAT BUMBLING THOR AND LAUGH and ignore the plot holes pls ,0
239, Meh ,0
240,It is getting very boring now. not realistic at all,0
241," Alita: Battle Angel was better than this ""End Game""! ",1
242," Absolutely amazing, but still flawed. ",1
243, 2 hours of boring 1 battle Glad I didn't pay full price ,0
244,"This movie is absolute garbage. The hype for this movie was incredible, but the movie failed to live up to the hype. 20 mins fight sequence in a 3 hour film 😂. This movie is a waste of time and whoever watches this crap, please help them",0
245, This is totaly stupid movie ,0
246, Worst piece of garbage I have ever seen. ,0
247,"As Soon as ant man enters the movie with his time travel idea , the movie goes downhill to a point of no return.",0
248, The best animated film of the year ,1
249,Worst of the Worst !!! After IW(which is amazing) this was a disaster. BAd bad movie !!!!,0
250, Dreadful ,0
251, 5 minutes of my life ,0
252, Seauels are almost always terrible ,0
253,"I'm not going to bother watching any more of these Marvel movies. Each one seems worse than the last, and there's way too much CGI. It's not like most of them are more than a 5/10 anyway, and that's being generous. I can't wait until one of them bombs at the box office, so that we can stop getting constant special effects demo tapes and watch some real movies. Death to cgi!",0
254, Best way to end an era. ,1
255,"I have fast forwarded the last part of the movie, I was that bored and irritated by it. The duration of the movie should have been half of what it is. On top of this cheap one liners, unnecessary character introduction, Tonnage of bombing without any casualty (intimacy of Iron Man and Spiderman amid this bombing, who the hell does war like that?!), cringe worthy effort (by Thor's not so funny comments, Hulk acting to smash thing and of course, Spiderman's conversation with anyone) to make it look funny just destroyed the gravity of a movie that has such a sombre title. And everyone is making a time machine in his backyard along with people who are supposed to have not knowledge of physics at all let alone be capable of preparing a time machine and by this time use of time machine to solve a problem has become such a cliche that it just trashes the originality of any idea. Overall its bad experience and a long one.",0
256,Just a basic superhero movie. 3 hours but not much going on.,0
257,"Avengers Endgame - what a disappointment. Too long, too boring and too sappy. What was I watching - soap opera? Low on action, full on drama, corny dialogues about friendship and family. The hall was supposed to be houseful according to bookmyshow and PVR, bullshit, it had less than 1/4 seats full. Something very fishy is going on. Totally anti climactic after Infinity Wars and Thor Ragnarok. The direction Marvel has chosen after Captain Marvel and Now this. Seems like films are statistically driven now, with an eye on how to make the film click - by hook or crook. Captain Marvel - Woman driven, here too there is one scene clearly pushing that agenda. In the last battle there is a shot where all the woman get together for the final fight - just by chance. The entire focus for this move was, high on emotions, must have done some calculations for that is what the box office collection tell.If I had got an honest review I would have given this movie a skip, you should too.",0
258, What??? ,0
259,"First, half of ""universe"" died and the rest can't go on, all heroes was crying without a life sense. Can't believe that. A child on a bicycle angry ¿for what? He was too young to loose the faith. The humanity always rise after a war, even if they lost the war, Germany, URSS, Jews, Spain, Japan. Terrible film message.Second, all the effort to bring out the Captain Marvel before the endgame and with the hope in her to solve the Thanos issue. For nothing, Captain Marvel do nothing... all expectations for nothing.Action only until the end, the rest of the movie was boring.Thank god Marvel is over, no need to know nothing about Marvel Universe. It was almost a bad addiction finally cure.",0
260, How brainwashed can a fan person get ,0
261,"I haven't nt seen all the Marvel movies, but I've seen some - the Iron mans, the Ant mans, Cpt Marvel. I enjoyed them. I thought I'd go and see what the fuss was about. However this, is so formulaic, ridicilous and boring I couldn't take it for the whole film. I walked out after 2 hours, and it felt every bit as long as that. If you're not a huge Marvel fan already, you may well not like this film, because I feel it's somewhat self-indulgent. It's like an effort to squeeze a bit more money out of fans.",0
262, Disappointing ,0
263,It's over boring movie and wont reach the level of other marvel movies,1
264,Firstly I'm a big film buff. I watch on average one film per day crossing genres and countries. I watched the first two hours then turned this movie off and went to bed. Seriously two hours to cover what should only take about 40 to 50 mins. Normally films have twenty minutes to set the story and introduce the characters. This film spends one hour reintroducing characters from the other movies then the characters decide what to do. Then another hour of idle chit chat. This movie is full of itself. I'm so glad I didn't bother going to the cinema to watch this. I'm sure there was going to be some action at some point but I ran out of patience.,0
265, Bad representation of the Avengers ,0
266,"For a while, the hype for this movie was built up because it was intended to be the culmination of all 22 Marvel Cinematic Universe films. However, taking a look at it now, all I see is that they were lazy with the writing and went with the most predictable storyline possible and used time travel as an excuse to replay their greatest hits. It didn't feel like an original story whatsoever. There are great movies being made with actual heart and soul and I am deeply saddened to say that Avengers: Endgame is not one of them. It lacks originality and whatever originality there is is simply the writers pandering to the fans (eg. Captain America being able to lift Mjolnir). The entire movie also felt as if they expected the audience to have seen every single Marvel movie before it. What of those who haven't? I seriously don't understand how this movie became the highest-grossing film of all time. And now they are campaigning for it to get an Oscar?!!!!! I have to be honest when I say that it does not have my vote. I grew up with the Marvel Cinematic Universe and these characters meant so much to me and a lot of people. They brought people together and this movie only makes them look like a joke. Especially Iron Man, Black Widow, Thor, and Hulk. The Russos thought they were being funny by making Thor into Santa Claus. Well, if they were going in that direction, they might as well have sent him to the North Pole and have him use the Bifrost to send presents to kids every Christmas!!! More efficient than using a sleigh with 9 reindeers!!! No elves needed (proven in Thor: The Dark World which they keep trying to remind us happened). As for the Hulk, he was even more useless in this film than in the previous film! I don't know what they were thinking. When did Shrek get a PHD in physics??? And Thanos at the beginning was just a rip-off of Two-Face from The Dark Knight, a movie that, need I remind you, DID win an Oscar. Might as well have Nebula walk casually out in a nurse costume as the Avengers facility was blown to kingdom come. And don't even get me started on Black Widow's death!!!! They basically just rehashed Gamora's death from Infinity War. Like, did they even get Ross Marquand to come back as Red Skull or did they just use archived footage. Black Widow was a character we as Marvel fans grew to love and relate to because she was damaged, she had demons. She as a character that we as fans who have our own struggles could relate to. And she deserved a better death than that. She didn't even get a proper funeral!!!! That just makes me so mad 😡 !!!! And then Iron Man, The Godfather of the MCU!!! They shouldn't have done that to RDJ. In the film, he starts out in space like he did in the first trailer for the film and then in the actual film, it's only true that he will die in space for, like, two minutes. That is, until, surprise, surprise, Captain Social Justice Warrior comes to the rescue! I mean, she can fly through space and shoot plasma beams but she can't even hold out on her own against Thanos without his mirror-image kitchen knife!!! Even Wanda Maximoff gave him a literal run for his money and when she lifted up Thanos, she didn't look like she was struggling at all, she was all ""please keep all arms and legs straight and enjoy the ride cause you gonna die for killing my Red Tornado rip-off boyfriend."" That final battle has its cringeworthy moments: like that all-star ladies team-up but I've seen grannies walking into a book club meeting look more intimidating than them. I mean, what the hell was Mantis there for? Was she gonna be their cheerleader? If so, where were her pom poms (Ohhhhhh, the actress's name is Pom...Klementeiff. And was that supposed to be funny, Kevin?). Then there was the funeral scene, with everyone acting like the president had died or something. I mean, I bet you Drax didn't even remember who it was that died to begin with and was probably asking himself why everyone was so sad while Aunt May was getting Happy's number (probably when they started dating). And Nick Fury saw the funeral and he was all ""well, I'm done with this planet. I'm gonna ask Carol about that new hairdo cause it's not doing her any favors"" while Carol was all ""I rescued him from space for this?!!"" Nebula was probably even wondering who to play paper soccer with and Wanda was probably wondering whether or not she had to stay in her room. Then you have the Old Man Rogers debacle with Bucky and Sam all like ""oh, yeah, you invented time travel, that's cool, we're just gonna pretend like that's normal and all"" and Bucky thinking ""well, looks like I'm the sidekick now"". Plus, what about all the stuff about the Infinity Stones and branched timelines that the Ancient One was babbling on about. Did everything she said suddenly not matter because it was Captain America? It feels like they only brought in familiar faces because they thought it would look cool in the final battle. The way this movie went down, you would think that the final battle was the ONLY thing that the Russos directed. And the way they opened the film was just so random you didn't know if it was just another sneak peek or not, I mean, of all Avengers, why start with HAWKEYE?!!! I get that they wanted to show the scope of the impact that Thanos had with his Snap but to start with HAWKEYE?!!! They should have left that scene in Infinity War and opened the movie with Carol arriving on Earth or something. There is so much to point out about this movie that it is just exhausting. It feels like another attempt by Hollywood and Disney to make a cash grab and let everyone know that Big Brother (Mickey) is watching and controls all. Not too difficult to imagine an army of Mickey Mouses marching and saluting dear leader (Bob Iger).",0
267,"What a let down after Infinity War! it felt like the writers was really tired and just wanted to get this over with... Ok I have always had a hard time understanding time traveling, but this one shouldn't have been hard. Of course everyone get it that Marvel wouldn't kill of the majority of their superheroes, that they would come back some how, but I expected more. The feeling of surprise and wonder wasn't there... Lame ending after the amazing build up in IW. Three hours of my life I never get back.",1
268,Don't believe the reviews. I suspect it's people paid to do positive reviews. Either that or I saw a different movie! Nothing much happens for 2 hours. There was no plot to speak of and i could have written better dialogue! The soundtrack is the best thing about it seriously,0
269, Like blending all your favourite foods together and expecting it to taste great ,1
270, Horrible ending for a long series. ,0
271, Absolute waste of time ,0
272, an elephant gave birth to a mouse.. ,1
273,"Another generic Marvel film. Forced jokes. Lots of CGI. The Hulk is a complete joke in this movie (So is Thor), waste of a good actor and character. It's the ultimate Marvel movie, and we don't get to see Hulk go berserk? Totally lame. There was a lot of wasted opportunity in this film, it isn't by any means a great movie. Russo brothers are lame. This movie was so anticlimactic, Marvel tried so hard to give their characters heart and soul as they wrapped up the franchise. If you've seen this movie once there's no need to watch it again.",0
274,"I honestly don't understand what people liked in this movie. There was too much inspiration from a third class chick flick, with completely useless emotional scenes from super heros who don't really inspire any emotions. Acting and dialogs were also terribly executed. The movie could have easily be completed in half an hour without losing any content.",0
275,"Is it just me that thinks that iron man death was pushing too far, like how many others could do what he did and not die??",1
276,"It is a soppy story. There was no grit. No realism. No wow moments. Just utter disappointment.They can only go once. Then go a few times.They cannot change the past. Then they change the past.If you change the past, it will change the future... uhm, well let's forget about that and concentrate on special hero stuff and then keep the present as is despite killing the antagonist from the past meaning the future (or present) wouldn't actually be.Then they have these pouted pauses one would expect in soap operas from the 80's. The pouted pauses are with dearest family and friends in a warm sunny glow.The only funny thing, for a moment, was Thor.They could cut the movie by 2h35 and it would be immensely better.",1
277,"Please don't waste your time with this one. This movie was the worst, most cringeworthy waste of a good story I have ever seen.",0
278, Brilliant End to the saga. ,1
279,"The Russo brothers use the Infinity War-created hype to deliver a bad, lazy, pockmarked, and contradictory script to the pillars they themselves had built at the beginning of this adventure.",0
280, Disappointed. ,0
